,host_acceptance_rate,host_is_superhost,host_identity_verified,latitude,bathrooms,price,has_availability,instant_bookable,Private room,within a day,within a few hours,kitchen,Breakfast,Nespresso machine,TV,security_cameras,Wifi,hot_water,log_min_nights,log_max_nights,log_nreviews,log_accommo
0,100.0,1,1,37.98863,2.0,79.0,1,1,0,0,0,1,0,0,1,0,1,1,0.4054651081081644,7.025982660346787,3.481240089335692,2.1400661634962708
1,100.0,1,1,37.98903,1.0,50.0,1,1,0,0,0,1,0,0,1,0,1,1,0.4054651081081644,7.025982660346787,3.960813169597578,1.5040773967762742
2,100.0,1,1,37.98888,1.0,38.0,1,1,0,0,0,1,0,0,1,0,1,1,0.4054651081081644,7.025982660346787,4.269697449699962,0.9162907318741551
3,100.0,1,1,37.98903,1.0,48.0,1,1,0,0,0,1,0,0,1,1,1,1,0.4054651081081644,7.025982660346787,3.1986731175506815,1.5040773967762742
4,100.0,1,1,37.98924,1.0,47.0,1,1,0,0,0,1,0,0,1,0,1,1,0.4054651081081644,7.025982660346787,2.8622008809294686,1.5040773967762742
5,100.0,1,1,37.97545,1.0,59.0,1,0,0,0,0,1,0,0,1,1,1,1,0.9162907318741551,7.025982660346787,6.143112096717122,1.5040773967762742
6,100.0,0,1,37.97962,1.0,39.0,0,0,1,0,0,0,0,0,0,0,0,0,0.4054651081081644,6.593729231190754,-0.6931471805599453,0.4054651081081644
7,50.0,0,0,38.00673,1.0,30.0,1,0,0,0,0,1,0,0,1,0,1,1,1.7047480922384253,5.901266279189834,4.269697449699962,1.7047480922384253
8,0.0,1,1,37.9767,1.5,120.0,1,1,0,0,0,1,0,0,1,0,1,1,0.9162907318741551,5.901266279189834,4.799914262780603,2.0149030205422647
9,100.0,0,0,37.969190000000005,1.0,70.0,1,0,0,0,0,1,0,0,1,0,0,0,2.3513752571634776,6.593729231190754,1.252762968495368,0.9162907318741551
10,82.0,0,1,37.99018,2.0,50.0,1,1,0,0,0,1,0,0,1,0,1,1,0.9162907318741551,7.025982660346787,5.839187111662404,1.8718021769015913
11,100.0,0,1,37.96738,1.0,28.0,1,0,0,0,0,1,0,0,1,0,1,1,1.252762968495368,5.705447753975262,2.2512917986064953,1.252762968495368
12,95.0,1,1,37.99257,1.5,32.0,1,0,0,0,0,1,0,0,1,0,1,1,0.9162907318741551,7.025982660346787,6.127960291696519,0.9162907318741551
13,100.0,0,0,37.96519,1.0,45.0,1,0,0,0,1,1,0,0,1,0,1,0,1.5040773967762742,6.593729231190754,3.068052935133617,1.5040773967762742
14,100.0,0,0,37.99128,1.0,75.0,1,0,0,0,0,1,0,0,1,0,0,0,1.5040773967762742,6.593729231190754,-0.6931471805599453,1.5040773967762742
15,100.0,0,1,37.97267,1.0,65.0,1,0,0,0,0,0,0,0,1,0,1,1,0.9162907318741551,3.481240089335692,4.808111029984782,1.252762968495368
16,100.0,0,1,38.00172,1.5,56.0,1,1,0,0,0,1,0,0,1,0,1,1,0.9162907318741551,5.901266279189834,3.449987545831587,1.7047480922384253
17,80.0,1,1,37.97794,1.0,40.0,1,0,0,0,0,1,0,0,1,0,1,0,1.7047480922384253,5.01396308418893,2.1400661634962708,0.9162907318741551
18,100.0,0,1,38.00172,1.0,69.0,1,1,0,0,0,1,0,0,1,0,1,1,0.9162907318741551,5.901266279189834,3.8394523125933104,2.0149030205422647
19,100.0,0,1,37.96783,1.0,52.0,1,0,0,0,0,1,0,0,1,0,1,1,0.9162907318741551,5.705447753975262,4.085976312551584,1.5040773967762742
20,85.0,0,1,37.98574,1.0,55.0,1,0,0,0,1,1,0,0,1,0,1,0,1.252762968495368,5.901266279189834,5.178970608915471,1.5040773967762742
21,95.0,1,0,37.96828,1.0,60.0,1,1,0,0,0,1,0,0,1,0,1,1,0.9162907318741551,5.901266279189834,3.449987545831587,1.252762968495368
22,100.0,1,1,37.966,1.0,61.0,1,1,0,0,0,1,0,0,1,0,1,1,0.4054651081081644,6.593729231190754,5.156177599386914,1.5040773967762742
23,100.0,0,0,38.00876,1.5,74.0,0,0,0,0,0,1,0,0,1,0,0,0,2.6741486494265287,6.593729231190754,-0.6931471805599453,1.5040773967762742
24,94.0,0,1,37.97436,1.0,35.0,1,0,0,0,0,1,0,0,1,0,1,1,0.9162907318741551,3.417726683613366,4.757891273005756,1.5040773967762742
25,100.0,0,0,37.97858,1.0,30.0,0,0,1,0,0,0,0,0,1,0,1,0,2.0149030205422647,6.593729231190754,-0.6931471805599453,0.9162907318741551
26,94.0,0,1,37.97401,1.0,36.0,1,0,0,0,0,1,0,0,1,0,1,1,0.9162907318741551,3.417726683613366,3.9415818076696905,0.9162907318741551
27,100.0,0,0,38.01873,1.0,129.0,1,0,0,0,0,1,1,0,1,0,1,0,1.7047480922384253,5.901266279189834,0.4054651081081644,1.5040773967762742
28,44.0,0,0,37.98586,1.0,21.0,1,0,0,0,1,1,0,0,1,0,1,1,1.252762968495368,5.901266279189834,3.676300671907076,2.1400661634962708
29,97.0,1,1,37.9802,1.0,61.0,1,0,0,0,0,1,0,0,0,0,1,1,0.9162907318741551,7.025982660346787,3.1986731175506815,1.5040773967762742
30,97.0,1,1,37.9802,1.0,62.0,1,0,0,0,0,1,0,0,0,0,1,1,0.9162907318741551,7.025982660346787,2.4423470353692043,1.5040773967762742
31,100.0,0,1,37.99253,1.0,45.0,1,1,0,0,0,1,0,0,1,0,1,1,0.9162907318741551,6.593729231190754,4.051784947803305,2.1400661634962708
32,100.0,1,1,37.97851,1.0,193.0,1,1,0,0,0,1,0,0,1,0,1,1,0.9162907318741551,7.025982660346787,6.158037746933798,0.9162907318741551
33,100.0,1,1,37.98729,1.0,58.0,1,1,0,0,0,1,0,0,1,0,1,1,1.5040773967762742,6.5799454154395765,0.9162907318741551,0.9162907318741551
34,0.0,0,0,38.0061,1.5,58.0,1,0,0,0,0,1,0,0,1,0,1,0,0.9162907318741551,7.025982660346787,3.068052935133617,1.5040773967762742
35,100.0,1,1,37.97774,1.0,49.0,1,1,0,0,0,1,0,0,1,0,1,1,0.9162907318741551,7.025982660346787,5.27556037942542,2.1400661634962708
36,97.0,1,1,37.96826,1.0,65.0,1,1,0,0,0,0,0,0,1,0,1,0,0.9162907318741551,5.901266279189834,6.101439400316553,1.252762968495368
37,0.0,0,0,37.98395,1.0,50.0,1,0,0,0,1,1,1,0,1,0,1,1,0.4054651081081644,1.8718021769015913,5.1328529268205045,1.252762968495368
38,97.0,0,1,37.99338,1.0,29.0,1,0,0,0,1,1,0,0,1,0,1,1,2.0149030205422647,7.025982660346787,5.806639860095909,1.7047480922384253
39,100.0,0,0,37.97497,1.0,80.0,1,0,0,0,0,1,0,0,1,0,1,1,0.9162907318741551,1.5040773967762742,3.449987545831587,1.5040773967762742
40,100.0,0,0,37.99383,1.0,60.0,1,0,0,1,0,1,0,0,1,0,1,1,2.0149030205422647,4.505349850705881,3.1986731175506815,1.252762968495368
41,100.0,1,1,37.9916,1.0,55.0,1,1,0,0,0,1,0,0,1,0,1,1,2.0149030205422647,4.791649752930709,4.212127597878484,1.7047480922384253
42,100.0,0,1,38.00175,2.0,1741.0,1,1,0,0,0,1,0,0,1,0,1,1,0.9162907318741551,5.901266279189834,4.034240638152395,2.1400661634962708
43,100.0,0,1,37.97665,1.0,138.0,1,1,0,0,0,1,0,0,1,0,1,1,0.9162907318741551,7.025982660346787,4.102643365036796,1.5040773967762742
44,100.0,0,1,37.97525,1.0,81.0,1,1,0,0,0,1,0,0,1,0,1,1,6.908255154023788,7.025982660346787,2.803360380906535,1.5040773967762742
45,100.0,1,1,37.97952,1.0,50.0,1,1,0,0,0,1,0,0,1,0,1,1,0.4054651081081644,7.025982660346787,5.5154428455366835,1.5040773967762742
46,0.0,0,0,37.97843,1.0,120.0,1,0,0,0,0,1,1,0,1,0,0,0,0.4054651081081644,3.417726683613366,0.4054651081081644,1.252762968495368
47,40.0,0,1,37.99534,1.0,23.0,1,0,0,1,0,1,0,0,1,0,1,1,1.7047480922384253,4.791649752930709,3.960813169597578,1.5040773967762742
48,96.0,1,1,37.97291,1.0,125.0,1,1,0,0,0,1,0,0,1,0,1,1,0.4054651081081644,7.025982660346787,5.543222409643759,1.7047480922384253
49,100.0,0,0,37.96716,1.0,50.0,1,0,0,0,1,1,0,0,1,0,1,1,2.0149030205422647,4.505349850705881,2.4423470353692043,1.252762968495368
50,97.0,1,1,37.9802,1.0,57.0,1,0,0,0,0,1,0,0,1,0,1,1,0.9162907318741551,7.025982660346787,2.1400661634962708,1.5040773967762742
51,97.0,1,1,37.9802,2.5,120.0,1,0,0,0,0,1,0,0,1,0,1,1,0.9162907318741551,7.025982660346787,2.1400661634962708,2.1400661634962708
52,96.0,1,1,37.97277,1.0,80.0,1,0,0,0,0,1,0,0,1,0,1,1,0.4054651081081644,7.025982660346787,2.8622008809294686,1.252762968495368
53,100.0,0,1,37.96887,1.0,131.0,1,1,0,0,0,1,0,0,1,0,1,0,0.4054651081081644,7.025982660346787,2.2512917986064953,1.5040773967762742
54,80.0,1,0,37.96341,1.0,40.0,1,0,0,1,0,1,0,0,1,0,1,1,1.252762968495368,3.417726683613366,4.629862798578463,1.5040773967762742
55,97.0,1,1,37.9802,5.5,321.0,1,0,0,0,0,1,0,0,1,0,1,1,0.9162907318741551,7.025982660346787,3.5115454388310208,2.803360380906535
56,97.0,1,1,37.9802,1.0,57.0,1,0,0,0,0,1,0,0,1,0,1,1,0.9162907318741551,7.025982660346787,2.0149030205422647,1.5040773967762742
57,97.0,1,1,37.9802,1.0,56.0,1,0,0,0,0,1,0,0,1,0,1,1,0.9162907318741551,7.025982660346787,3.0204248861443626,1.5040773967762742
58,100.0,0,1,37.9688,1.0,121.0,1,1,0,0,0,1,0,0,1,0,1,0,0.4054651081081644,7.025982660346787,2.917770732084279,1.7047480922384253
59,100.0,0,1,37.9688,1.0,63.0,1,1,0,0,0,1,0,0,1,0,1,0,0.4054651081081644,7.025982660346787,1.7047480922384253,1.5040773967762742
60,97.0,1,1,37.96648,1.0,62.0,1,1,0,0,0,1,0,0,1,0,1,1,1.252762968495368,7.025982660346787,3.5409593240373143,0.9162907318741551
61,97.0,1,1,37.97506,1.0,88.0,1,0,0,0,0,1,0,0,1,0,1,1,0.9162907318741551,7.025982660346787,3.481240089335692,1.252762968495368
62,100.0,0,1,37.9688,1.0,131.0,1,1,0,0,0,1,0,0,1,0,1,0,0.4054651081081644,7.025982660346787,4.590056548178043,0.9162907318741551
63,100.0,0,1,37.9688,1.0,121.0,1,1,0,0,0,1,0,0,1,0,1,0,0.4054651081081644,7.025982660346787,1.5040773967762742,1.5040773967762742
64,100.0,0,1,37.96887,1.0,79.0,1,1,0,0,0,1,0,0,1,0,1,0,0.4054651081081644,5.901266279189834,4.33729074083249,0.9162907318741551
65,100.0,0,1,37.9688,1.0,170.0,1,1,0,0,0,1,0,0,1,0,1,0,0.4054651081081644,7.025982660346787,-0.6931471805599453,1.5040773967762742
66,100.0,0,0,37.97,1.5,60.0,1,1,0,1,0,1,0,0,1,0,1,1,1.252762968495368,4.505349850705881,2.6741486494265287,1.7047480922384253
67,93.0,1,1,37.96132,4.0,323.0,1,1,0,0,0,1,0,0,1,0,1,1,1.252762968495368,4.102643365036796,2.6026896854443837,2.6026896854443837
68,98.0,1,1,37.97538,1.0,38.0,1,1,0,0,0,1,0,0,0,0,1,1,0.9162907318741551,7.025982660346787,5.906723318652891,1.252762968495368
69,93.0,1,1,37.96302,2.0,184.0,1,1,0,0,0,1,0,0,1,0,1,1,1.252762968495368,3.417726683613366,2.3513752571634776,2.1400661634962708
70,33.0,0,1,38.02512,1.0,28.0,1,0,0,0,0,1,0,0,1,0,1,1,0.9162907318741551,4.102643365036796,5.5073619934827445,1.5040773967762742
71,100.0,1,1,37.97481,1.0,70.0,1,1,0,0,0,1,1,0,1,0,1,1,0.9162907318741551,5.901266279189834,4.959341999708705,0.9162907318741551
72,33.0,0,0,37.98642,1.5,32.0,1,0,0,1,0,1,0,0,1,0,1,1,1.252762968495368,6.998966159035521,4.197201947661808,1.5040773967762742
73,100.0,1,1,37.96825,1.0,75.0,1,1,0,0,0,1,0,0,1,0,1,1,0.9162907318741551,7.025982660346787,5.2284312390838705,1.5040773967762742
74,100.0,0,0,37.97807,2.0,600.0,1,0,0,0,0,1,0,0,1,0,0,0,2.0149030205422647,7.025982660346787,-0.6931471805599453,1.8718021769015913
75,99.0,1,1,37.97607,1.0,33.0,1,0,0,0,0,1,0,0,1,0,1,1,0.9162907318741551,3.417726683613366,5.60396213937399,1.7047480922384253
76,97.0,1,1,37.98013,2.5,120.0,1,0,0,0,0,1,0,0,1,0,1,1,0.9162907318741551,7.025982660346787,3.3141860046725258,2.1400661634962708
77,94.0,0,1,37.98731,1.5,50.0,1,0,0,0,1,1,0,0,1,0,1,1,1.7047480922384253,7.025982660346787,3.6506582412937387,0.9162907318741551
78,57.0,0,1,37.96635,1.0,25.0,1,0,1,0,1,1,0,0,1,0,1,1,0.9162907318741551,2.3513752571634776,4.695924549256556,0.9162907318741551
79,57.0,0,1,37.96615,1.0,55.0,1,0,0,0,1,1,0,1,1,0,1,1,0.9162907318741551,2.740840023925201,4.051784947803305,1.8718021769015913
80,100.0,0,1,37.96341,2.0,90.0,1,1,0,0,1,1,1,0,1,0,1,1,1.7047480922384253,4.505349850705881,5.409411414053624,1.7047480922384253
81,100.0,1,1,37.987904,1.0,39.0,1,1,0,0,0,1,0,0,1,0,1,1,1.252762968495368,5.992713766508414,4.436751534363128,1.252762968495368
82,99.0,1,1,38.0011,1.0,32.0,1,1,0,0,0,0,0,0,1,0,1,0,1.252762968495368,7.025982660346787,6.1366465569524795,1.5040773967762742
83,95.0,0,1,37.97385,1.0,50.0,1,1,0,0,0,1,1,0,1,0,1,1,1.7047480922384253,3.597312260588446,4.840242308167575,1.5040773967762742
84,100.0,1,1,37.963440000000006,1.0,52.0,1,1,0,0,0,1,0,0,0,0,1,1,1.252762968495368,7.025982660346787,5.715381610499553,2.1400661634962708
85,93.0,1,1,37.96679,4.0,301.0,1,1,0,0,0,1,0,0,1,0,1,1,1.252762968495368,4.102643365036796,1.8718021769015913,2.5257286443082556
86,100.0,0,1,37.98985,1.0,22.0,1,1,0,0,0,1,0,0,0,0,1,1,1.252762968495368,7.025982660346787,6.13880638500591,0.9162907318741551
87,100.0,0,1,37.99252,1.0,45.0,1,1,0,0,0,1,0,0,1,0,1,1,0.9162907318741551,7.025982660346787,2.803360380906535,2.1400661634962708
88,95.0,0,1,37.97313,1.0,25.0,1,0,1,0,0,1,0,0,1,0,1,0,2.970414465569701,4.102643365036796,1.5040773967762742,0.4054651081081644
89,100.0,1,1,38.01501,1.0,25.0,1,1,0,0,0,1,0,0,1,0,1,1,1.252762968495368,3.0204248861443626,6.099197246910864,1.5040773967762742
90,100.0,0,1,37.966965,1.0,79.0,1,0,0,0,1,1,0,0,0,0,1,1,1.8718021769015913,7.025982660346787,4.471638793363569,1.5040773967762742
91,100.0,0,1,38.00398,1.0,45.0,1,0,0,0,0,1,1,0,1,0,1,1,1.252762968495368,7.025982660346787,5.167639042905921,0.9162907318741551
92,44.0,0,0,37.98168,1.0,59.0,1,0,0,0,1,0,0,0,1,0,1,0,0.4054651081081644,3.417726683613366,4.297285406218791,1.5040773967762742
93,100.0,0,0,37.98447,3.5,350.0,1,0,0,0,0,1,1,0,0,0,1,0,1.252762968495368,7.025982660346787,0.9162907318741551,1.5040773967762742
94,69.0,0,1,37.98518,1.0,67.0,1,1,0,0,0,1,1,0,1,0,1,0,0.9162907318741551,5.901266279189834,3.9219733362813143,1.5040773967762742
95,100.0,0,1,37.98857,2.0,70.0,1,0,0,0,0,1,0,0,0,0,1,0,1.252762968495368,4.102643365036796,-0.6931471805599453,1.252762968495368
96,17.0,0,1,37.9986,1.5,30.0,1,0,0,1,0,1,1,0,0,0,1,1,0.4054651081081644,5.901266279189834,0.4054651081081644,2.0149030205422647
97,100.0,1,1,37.97835,1.0,255.0,1,0,0,0,0,1,0,0,1,1,1,1,0.9162907318741551,7.025982660346787,5.625820933186489,0.9162907318741551
98,100.0,0,1,38.02081,1.0,30.0,1,0,0,0,0,1,0,0,1,0,1,1,1.252762968495368,4.505349850705881,1.7047480922384253,0.9162907318741551
99,100.0,1,1,37.96215,1.0,74.0,1,0,0,0,0,1,0,0,1,0,1,1,1.252762968495368,4.505349850705881,4.350277936359301,1.5040773967762742
100,100.0,0,0,37.97947,1.0,120.0,1,1,0,0,0,1,0,0,1,0,1,1,0.4054651081081644,3.417726683613366,1.252762968495368,1.252762968495368
101,100.0,0,1,37.98518,1.0,35.0,1,0,0,0,0,1,0,0,1,0,1,0,1.252762968495368,7.025982660346787,3.417726683613366,1.5040773967762742
102,30.0,0,0,37.98785,1.0,55.0,1,0,0,0,1,1,0,0,1,0,1,1,1.5040773967762742,5.300814246746624,3.417726683613366,1.252762968495368
103,100.0,0,1,37.97868,1.0,60.0,1,1,0,1,0,1,0,0,1,0,1,1,0.9162907318741551,7.025982660346787,3.1570004211501135,1.8718021769015913
104,33.0,0,1,37.99745,1.0,45.0,1,0,0,0,0,1,0,0,1,0,1,1,1.252762968495368,7.025982660346787,2.970414465569701,0.9162907318741551
105,50.0,1,1,37.98248,1.0,40.0,1,0,1,0,1,1,0,0,0,0,1,0,0.9162907318741551,4.505349850705881,3.8394523125933104,0.9162907318741551
106,100.0,1,1,37.98844,1.0,40.0,1,0,0,0,0,1,0,0,0,0,1,1,0.9162907318741551,5.901266279189834,5.833347679010845,0.9162907318741551
107,100.0,1,1,37.98841,1.0,40.0,1,0,0,0,0,1,0,0,0,0,1,1,0.9162907318741551,5.901266279189834,5.893024474294729,1.252762968495368
108,100.0,0,1,37.97393,1.5,130.0,1,1,0,0,0,1,0,0,1,0,1,1,0.9162907318741551,4.102643365036796,5.643678550586496,1.7047480922384253
109,69.0,0,1,38.00319,1.0,18.0,1,0,0,0,1,1,0,0,1,0,1,1,3.417726683613366,5.705447753975262,4.740574822994295,1.252762968495368
110,100.0,1,0,37.99374,1.5,50.0,1,0,0,0,1,1,0,0,0,1,1,1,2.0149030205422647,3.417726683613366,4.034240638152395,1.7047480922384253
111,100.0,1,1,37.97805,1.0,40.0,1,1,0,0,0,1,0,0,1,0,1,1,1.252762968495368,4.102643365036796,5.964863865310803,0.9162907318741551
112,100.0,1,1,37.97109,1.0,32.0,1,1,0,0,0,1,0,0,0,0,1,0,0.9162907318741551,4.102643365036796,5.895779296973574,0.9162907318741551
113,97.0,1,1,37.9802,3.5,176.0,1,0,0,0,0,1,0,0,1,0,1,1,0.9162907318741551,7.025982660346787,3.1570004211501135,2.5257286443082556
114,100.0,1,1,37.97911,1.0,60.0,1,0,0,0,1,1,0,0,1,0,1,1,1.5040773967762742,7.025982660346787,3.56953269648137,1.7047480922384253
115,99.0,1,1,37.97686,1.5,137.0,1,1,0,0,0,1,0,0,1,0,1,1,0.9162907318741551,7.025982660346787,5.201255653704905,1.8718021769015913
116,100.0,0,1,37.98058,1.5,90.0,1,0,0,0,1,1,0,0,1,0,1,0,2.0149030205422647,3.417726683613366,2.4423470353692043,1.5040773967762742
117,0.0,0,1,37.9822,2.0,73.0,1,0,0,0,0,0,0,0,1,0,1,0,0.9162907318741551,6.397762641520038,2.5257286443082556,1.5040773967762742
118,80.0,1,1,37.98857,1.0,34.0,1,0,0,1,0,1,0,0,1,0,1,1,1.252762968495368,7.025982660346787,1.7047480922384253,1.252762968495368
119,100.0,0,1,37.98599,1.0,150.0,1,0,0,0,0,1,0,0,1,0,1,1,0.9162907318741551,7.025982660346787,3.481240089335692,1.5040773967762742
120,97.0,1,1,37.9802,4.5,242.0,1,0,0,0,0,1,0,0,1,0,1,1,0.9162907318741551,7.025982660346787,3.1986731175506815,2.803360380906535
121,100.0,0,1,37.96347,1.0,50.0,1,0,0,0,0,1,0,0,1,0,1,1,1.252762968495368,4.5591262474866845,3.5115454388310208,1.252762968495368
122,100.0,0,1,37.99463,1.5,50.0,1,1,0,0,0,1,0,0,1,0,1,1,0.9162907318741551,5.901266279189834,3.068052935133617,2.1400661634962708
123,93.0,1,1,37.96703,1.0,65.0,1,1,0,0,0,1,0,0,1,0,1,1,0.4054651081081644,7.025982660346787,5.842094090453713,1.5040773967762742
124,64.0,0,1,37.97723,1.5,70.0,1,0,0,0,1,1,0,0,0,0,0,1,0.9162907318741551,7.025982660346787,4.1666652238017265,1.5040773967762742
125,100.0,0,0,37.97713,1.0,55.0,1,1,0,0,0,1,0,0,1,0,1,1,0.9162907318741551,5.901266279189834,5.310739886546594,1.5040773967762742
126,33.0,0,1,37.96387,1.0,60.0,1,0,0,0,0,1,0,0,0,0,1,0,0.9162907318741551,3.0204248861443626,4.686750172980514,1.252762968495368
127,100.0,0,1,37.96795,1.0,35.0,1,1,0,0,0,1,0,0,1,0,1,1,0.4054651081081644,2.740840023925201,6.6140551342047935,1.252762968495368
128,99.0,1,1,37.96845,1.0,64.0,1,1,0,0,0,1,0,0,1,0,1,1,0.9162907318741551,7.025982660346787,5.647212123167807,0.9162907318741551
129,0.0,0,1,37.96466,1.0,30.0,1,0,0,1,0,1,0,0,0,0,1,0,1.252762968495368,7.025982660346787,2.1400661634962708,0.9162907318741551
130,0.0,0,1,37.99527,1.0,40.0,1,0,0,0,0,1,1,0,1,0,1,1,0.9162907318741551,5.195730777772936,5.150397236471415,1.252762968495368
131,98.0,1,1,37.97065,2.5,239.0,1,1,0,0,0,1,0,0,1,1,1,1,0.9162907318741551,3.417726683613366,5.457455587886334,1.8718021769015913
132,91.0,0,1,37.97039,2.0,145.0,1,0,0,0,0,1,0,0,1,0,1,0,1.252762968495368,3.417726683613366,5.295814236329918,1.8718021769015913
133,100.0,0,0,37.97972,1.0,27.0,0,0,0,0,0,1,0,0,1,0,1,1,1.252762968495368,7.025982660346787,2.3513752571634776,0.9162907318741551
134,100.0,0,1,37.9917,1.0,144.0,1,0,0,0,0,1,0,0,1,0,1,1,1.252762968495368,6.908255154023788,4.069026754237811,1.5040773967762742
135,20.0,1,1,37.99834,1.5,30.0,1,0,1,0,0,1,0,0,1,1,1,1,1.252762968495368,7.025982660346787,5.020585624949423,0.9162907318741551
136,33.0,0,0,37.98394,1.0,60.0,1,0,0,1,0,1,0,0,1,0,1,0,0.4054651081081644,3.417726683613366,4.151039905898646,1.7047480922384253
137,98.0,1,1,37.98103,1.0,52.0,1,0,0,0,0,1,1,0,1,0,1,1,0.4054651081081644,7.025982660346787,5.354224998486333,1.252762968495368
138,89.0,1,1,37.96525,1.0,25.0,1,0,0,0,1,1,0,0,1,0,1,1,1.252762968495368,7.025982660346787,5.096812990337308,0.9162907318741551
139,100.0,0,1,37.99333,1.5,53.0,1,0,0,0,0,1,0,0,1,0,1,0,0.9162907318741551,7.025982660346787,2.6026896854443837,1.7047480922384253
140,100.0,0,1,37.98828,1.0,48.0,1,0,0,0,0,1,0,0,0,0,1,0,1.7047480922384253,7.025982660346787,2.1400661634962708,0.9162907318741551
141,100.0,0,1,37.97277,1.0,69.0,1,0,0,0,0,1,1,0,1,0,0,0,6.096950054953959,7.025982660346787,2.5257286443082556,1.5040773967762742
142,86.0,0,1,37.99436,1.5,50.0,1,0,0,0,0,1,0,0,1,0,1,1,0.4054651081081644,3.417726683613366,5.607638614103299,1.8718021769015913
143,100.0,0,1,37.97587,1.0,80.0,1,0,0,0,0,1,0,0,1,0,1,1,0.9162907318741551,7.025982660346787,3.817712325956905,1.5040773967762742
144,100.0,1,1,38.01501,1.0,32.0,1,1,0,0,0,1,0,0,1,0,1,1,0.9162907318741551,3.417726683613366,5.957131868027477,1.8718021769015913
145,96.0,1,0,37.98165,1.5,50.0,1,0,0,0,0,1,0,0,0,0,1,1,0.4054651081081644,7.025982660346787,4.388257184424518,1.8718021769015913
146,100.0,1,1,37.97054,1.0,49.0,1,1,0,0,0,1,1,0,1,0,1,1,0.4054651081081644,7.025982660346787,5.788429948716486,1.252762968495368
147,69.0,0,1,37.98404,1.5,112.0,1,1,0,0,0,1,0,0,1,1,1,1,0.9162907318741551,5.901266279189834,4.483002552013883,1.8718021769015913
148,0.0,0,0,37.96694,2.0,100.0,1,0,0,0,0,1,0,0,0,0,1,0,1.252762968495368,3.417726683613366,1.252762968495368,1.5040773967762742
149,0.0,0,0,37.96685,1.0,40.0,1,0,1,0,0,1,0,0,0,0,1,0,0.9162907318741551,7.025982660346787,2.740840023925201,0.9162907318741551
150,20.0,1,1,38.00026,1.5,30.0,1,0,1,0,0,1,0,0,1,0,1,1,1.252762968495368,7.025982660346787,4.42484663185681,0.9162907318741551
151,100.0,1,0,37.9626,1.0,60.0,1,1,0,0,0,1,0,0,1,1,1,1,1.252762968495368,7.025982660346787,6.328829242512215,1.5040773967762742
152,100.0,0,1,37.97865,2.0,139.0,1,0,0,0,0,1,1,0,1,0,1,1,0.9162907318741551,3.349904087274605,4.908971640319756,1.8718021769015913
153,100.0,0,0,37.96393,1.0,44.0,0,0,0,0,0,1,0,0,1,0,1,0,0.4054651081081644,7.025982660346787,-0.6931471805599453,1.7047480922384253
154,100.0,1,1,37.99882,1.0,45.0,1,1,0,0,0,0,0,0,1,0,1,0,0.9162907318741551,6.908255154023788,5.995207533386816,0.9162907318741551
155,100.0,1,1,37.97708,1.5,85.0,1,0,0,0,0,0,0,0,1,0,1,0,1.8718021769015913,5.901266279189834,4.197201947661808,0.9162907318741551
156,83.0,0,0,37.97702,1.0,45.0,1,0,0,1,0,1,1,1,0,0,1,1,1.7047480922384253,7.025982660346787,2.803360380906535,0.9162907318741551
157,91.0,1,1,37.96959,1.0,74.0,1,0,0,0,1,1,0,0,1,0,1,1,3.417726683613366,7.025982660346787,2.3513752571634776,0.9162907318741551
158,100.0,0,1,37.98728,1.0,46.0,1,0,0,0,0,1,0,0,1,0,1,1,1.252762968495368,4.505349850705881,1.252762968495368,0.9162907318741551
159,100.0,1,1,37.98343,1.0,72.0,1,1,0,0,0,1,0,1,1,0,1,1,1.252762968495368,5.901266279189834,3.3843902633457743,0.9162907318741551
160,100.0,0,0,37.95928,1.0,37.0,1,0,0,0,0,1,0,0,1,0,1,0,1.7047480922384253,3.2386784521643803,-0.6931471805599453,1.5040773967762742
161,100.0,1,1,37.97836,2.0,78.0,1,1,0,0,0,1,0,0,1,0,1,1,0.9162907318741551,3.417726683613366,3.5409593240373143,1.8718021769015913
162,80.0,0,1,37.97382,1.0,48.0,1,0,0,0,1,1,0,0,1,0,1,0,1.7047480922384253,7.025982660346787,2.6741486494265287,1.252762968495368
163,91.0,1,1,37.98894,1.5,19.0,1,0,0,0,1,1,1,0,0,0,1,1,1.7047480922384253,4.61015772749913,4.212127597878484,0.9162907318741551
164,100.0,1,1,37.98768,1.0,35.0,1,1,0,0,0,1,0,0,1,0,1,1,1.252762968495368,7.025982660346787,5.495116942522644,0.9162907318741551
165,100.0,1,1,37.95958,1.0,23.0,1,1,0,0,0,1,0,0,0,0,1,1,1.252762968495368,4.102643365036796,4.901564199041894,1.5040773967762742
166,91.0,1,1,37.98742,1.0,53.0,1,1,0,0,1,1,1,0,0,0,1,1,1.252762968495368,3.597312260588446,5.377590547442544,0.9162907318741551
167,100.0,0,1,37.97842,1.5,120.0,1,0,0,0,0,1,0,0,1,0,1,0,1.252762968495368,7.025982660346787,-0.6931471805599453,1.5040773967762742
168,80.0,1,1,37.99433,1.0,22.0,1,1,1,0,0,0,0,0,0,0,1,1,0.4054651081081644,2.3513752571634776,5.495116942522644,0.9162907318741551
169,56.0,0,1,37.97235,1.0,35.0,1,1,0,0,0,1,0,0,1,0,1,1,0.9162907318741551,7.025982660346787,5.844992643207725,1.5040773967762742
